task_id,domain,difficulty,model,agent,provider,provider_model,parse_status,json_repair_strategy,json_repair_attempts,llm_error,parsed,fallback,attempts,latency_s,prompt_chars,raw_output_chars,prompt_tokens,completion_tokens,total_tokens
file_doc_115,file_doc,L4,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,7.9648864999981015,1981.0,2007.0,470.0,456.0,926.0
sheet_db_041,sheet_db,L2,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.422268300004362,1925.0,1397.0,456.0,325.0,781.0
sheet_db_030,sheet_db,L2,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,7.486518799996702,1965.0,1975.0,464.0,435.0,899.0
sheet_db_037,sheet_db,L2,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.376960599998711,1942.0,1631.0,459.0,371.0,830.0
sheet_db_038,sheet_db,L2,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.949414899994736,1978.0,1715.0,467.0,404.0,871.0
sheet_db_042,sheet_db,L2,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.886520799998834,1950.0,1856.0,460.0,413.0,873.0
sheet_db_040,sheet_db,L2,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.94911310000316,1959.0,1536.0,462.0,369.0,831.0
sheet_db_043,sheet_db,L2,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.515332700000727,1931.0,1863.0,451.0,414.0,865.0
sheet_db_045,sheet_db,L2,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.954955399996834,1906.0,1826.0,454.0,418.0,872.0
sheet_db_034,sheet_db,L2,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,7.808209399998304,1952.0,2046.0,463.0,465.0,928.0
sheet_db_053,sheet_db,L2,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.256431399997382,1911.0,1403.0,454.0,324.0,778.0
sheet_db_044,sheet_db,L2,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.7189964999997756,1930.0,1708.0,456.0,385.0,841.0
sheet_db_032,sheet_db,L2,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,8.011367299994163,1946.0,2090.0,459.0,471.0,930.0
sheet_db_031,sheet_db,L2,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,8.186605299997609,1944.0,2000.0,455.0,454.0,909.0
sheet_db_039,sheet_db,L2,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.107595200002834,1964.0,1580.0,456.0,353.0,809.0
sheet_db_036,sheet_db,L2,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,7.949674299998151,1931.0,1944.0,457.0,449.0,906.0
sheet_db_054,sheet_db,L2,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.16175359999761,1933.0,1512.0,459.0,340.0,799.0
sheet_db_057,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.470128200002364,1958.0,1370.0,462.0,329.0,791.0
sheet_db_055,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.810078500006057,1956.0,1523.0,455.0,347.0,802.0
sheet_db_052,sheet_db,L2,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.596100300004764,1907.0,1366.0,453.0,325.0,778.0
sheet_db_051,sheet_db,L2,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.162629500002367,1922.0,1734.0,451.0,389.0,840.0
sheet_db_047,sheet_db,L2,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.659617999997863,1958.0,1786.0,455.0,389.0,844.0
sheet_db_049,sheet_db,L2,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.755186100002902,1940.0,1868.0,458.0,424.0,882.0
sheet_db_059,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.091583499997796,1982.0,1786.0,462.0,377.0,839.0
sheet_db_064,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.6567757000011625,1965.0,1467.0,464.0,340.0,804.0
sheet_db_046,sheet_db,L2,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,7.729436699999496,1957.0,2116.0,463.0,464.0,927.0
sheet_db_048,sheet_db,L2,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,7.323324299999513,1958.0,1997.0,460.0,432.0,892.0
sheet_db_065,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.6952821999948355,1966.0,1541.0,465.0,354.0,819.0
sheet_db_071,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.354193200000736,2005.0,1392.0,466.0,315.0,781.0
sheet_db_058,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,7.323912400002882,1989.0,1864.0,470.0,409.0,879.0
sheet_db_050,sheet_db,L2,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,8.391962499998044,1971.0,2251.0,465.0,505.0,970.0
sheet_db_063,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.201207500002056,1971.0,1601.0,460.0,366.0,826.0
sheet_db_075,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.4902340000044205,1976.0,1374.0,459.0,305.0,764.0
sheet_db_072,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.891670299999532,1994.0,1628.0,468.0,371.0,839.0
sheet_db_066,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.512844600001699,2007.0,1783.0,471.0,397.0,868.0
sheet_db_060,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,7.521841400004632,1969.0,1983.0,465.0,456.0,921.0
sheet_db_062,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,7.039902799995616,1981.0,1749.0,470.0,400.0,870.0
sheet_db_056,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,7.970779800001765,1982.0,2253.0,465.0,494.0,959.0
sheet_db_074,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.956574299998465,1999.0,1548.0,469.0,349.0,818.0
sheet_db_076,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.971514099997876,1961.0,1702.0,460.0,374.0,834.0
sheet_db_067,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.997914899999159,1991.0,1520.0,459.0,343.0,802.0
sheet_db_069,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,7.001316800000495,1998.0,1801.0,466.0,412.0,878.0
sheet_db_078,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.335339000004751,1977.0,1531.0,465.0,347.0,812.0
sheet_db_079,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.48430169999483,1954.0,1394.0,454.0,323.0,777.0
sheet_db_061,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.9793164000002434,1948.0,1658.0,464.0,392.0,856.0
sheet_db_068,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,7.625559100000828,1996.0,1942.0,465.0,440.0,905.0
sheet_db_095,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.25094839999656,1950.0,1405.0,456.0,286.0,742.0
sheet_db_070,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,7.731575500001782,2017.0,2256.0,473.0,500.0,973.0
sheet_db_086,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.052025799996045,1997.0,1561.0,470.0,354.0,824.0
sheet_db_087,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.5234397999956855,1987.0,1497.0,459.0,336.0,795.0
sheet_db_082,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.137741799997457,1952.0,1513.0,461.0,345.0,806.0
sheet_db_077,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.978866199999175,1947.0,1602.0,459.0,366.0,825.0
sheet_db_091,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.301004599998123,1949.0,1328.0,458.0,321.0,779.0
sheet_db_085,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.582817299997259,1935.0,1337.0,457.0,313.0,770.0
sheet_db_081,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.398647800000617,1927.0,1663.0,457.0,381.0,838.0
sheet_db_073,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,7.349978700003703,1969.0,1851.0,462.0,423.0,885.0
sheet_db_088,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.891382599998906,1988.0,1480.0,465.0,337.0,802.0
sheet_db_092,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.021021700005804,1951.0,1485.0,462.0,336.0,798.0
sheet_db_080,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,8.270780700004252,1962.0,2118.0,460.0,464.0,924.0
sheet_db_089,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.561637600003451,1970.0,1617.0,464.0,372.0,836.0
sheet_db_083,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.086611799997627,1949.0,1420.0,454.0,332.0,786.0
sheet_db_093,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.867566300003091,1929.0,1398.0,459.0,342.0,801.0
sheet_db_096,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.1152395000026445,1963.0,1580.0,464.0,361.0,825.0
sheet_db_084,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.898445799997717,1935.0,1839.0,457.0,410.0,867.0
sheet_db_094,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.3073406999974395,1947.0,1570.0,463.0,364.0,827.0
sheet_db_111,sheet_db,L4,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.073234200004663,2021.0,1308.0,472.0,302.0,774.0
sheet_db_099,sheet_db,L4,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.300211599998875,2024.0,1587.0,471.0,367.0,838.0
sheet_db_105,sheet_db,L4,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.226362900000822,2004.0,1235.0,475.0,289.0,764.0
sheet_db_102,sheet_db,L4,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.298211599998467,2046.0,1596.0,482.0,368.0,850.0
sheet_db_108,sheet_db,L4,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.27057749999949,2035.0,1396.0,477.0,321.0,798.0
sheet_db_112,sheet_db,L4,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.3965010000029,2017.0,1382.0,477.0,329.0,806.0
sheet_db_090,sheet_db,L3,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,7.942142400002922,1993.0,2039.0,469.0,453.0,922.0
sheet_db_113,sheet_db,L4,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.703923900000518,2003.0,1527.0,476.0,357.0,833.0
sheet_db_097,sheet_db,L4,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,7.559445200000482,2008.0,1864.0,474.0,445.0,919.0
sheet_db_109,sheet_db,L4,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.000159100003657,2015.0,1541.0,475.0,352.0,827.0
sheet_db_104,sheet_db,L4,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.898985100000573,2028.0,1672.0,482.0,396.0,878.0
sheet_db_103,sheet_db,L4,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.857278000003134,2029.0,1862.0,477.0,416.0,893.0
sheet_db_106,sheet_db,L4,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.430986399995163,2053.0,1897.0,481.0,419.0,900.0
sheet_db_107,sheet_db,L4,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.801364300001296,2043.0,1721.0,473.0,372.0,845.0
sheet_db_101,sheet_db,L4,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,7.327316200004134,2021.0,1804.0,478.0,426.0,904.0
sheet_db_115,sheet_db,L4,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.519376199998078,2011.0,1441.0,471.0,329.0,800.0
sheet_db_110,sheet_db,L4,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.343418099997507,2048.0,1734.0,482.0,387.0,869.0
sheet_db_114,sheet_db,L4,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.4695827000032295,2025.0,1776.0,481.0,404.0,885.0
sheet_db_098,sheet_db,L4,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,8.894046399997023,2044.0,2311.0,482.0,534.0,1016.0
sheet_db_117,sheet_db,L4,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.94984619999741,2000.0,1485.0,472.0,345.0,817.0
sheet_db_119,sheet_db,L4,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,5.942620999994688,2029.0,1609.0,471.0,357.0,828.0
sheet_db_100,sheet_db,L4,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,8.234002299999702,2013.0,2167.0,473.0,492.0,965.0
sheet_db_116,sheet_db,L4,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.8059983999992255,2006.0,1801.0,474.0,398.0,872.0
sheet_db_120,sheet_db,L4,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,6.469719399996393,2016.0,1657.0,474.0,381.0,855.0
sheet_db_118,sheet_db,L4,deepseek_chat,plan_first,openai_compatible,deepseek-chat,parsed,raw,1,,True,False,1.0,7.433012800000142,2030.0,2116.0,479.0,476.0,955.0
calendar_052,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,14.360505299999204,1971.0,2467.0,457.0,977.0,1434.0
calendar_050,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,16.1377216999972,2048.0,2605.0,463.0,1105.0,1568.0
calendar_029,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,8.276586700005282,2033.0,1002.0,463.0,496.0,959.0
calendar_072,calendar,L3,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,17.0416441999987,2060.0,1910.0,473.0,1204.0,1677.0
calendar_026,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,10.37594870000612,2035.0,1318.0,464.0,642.0,1106.0
calendar_021,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,9.337057299999287,2027.0,1278.0,464.0,610.0,1074.0
calendar_045,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,11.354960199998459,2012.0,1876.0,462.0,688.0,1150.0
calendar_079,calendar,L3,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,21.149045099999057,2000.0,1465.0,453.0,1486.0,1939.0
calendar_023,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,21.537934400002996,2014.0,1385.0,456.0,1496.0,1952.0
calendar_053,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,9.238196900005278,2006.0,1322.0,459.0,562.0,1021.0
calendar_060,calendar,L3,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,9.374812699999893,2039.0,1339.0,471.0,569.0,1040.0
calendar_042,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,12.731595299999753,2030.0,1833.0,460.0,817.0,1277.0
calendar_056,calendar,L3,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,19.540367000001424,2052.0,1645.0,470.0,1327.0,1797.0
calendar_062,calendar,L3,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,22.148215399996843,2053.0,1178.0,468.0,1425.0,1893.0
calendar_051,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,19.08427319999464,1986.0,1218.0,453.0,1297.0,1750.0
calendar_057,calendar,L3,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,13.934730900000432,2057.0,1330.0,467.0,953.0,1420.0
calendar_047,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,11.552048099998501,2018.0,1832.0,458.0,709.0,1167.0
calendar_041,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,14.9689423000018,2033.0,2412.0,463.0,946.0,1409.0
calendar_067,calendar,L3,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,17.53365159999521,2051.0,1040.0,461.0,1192.0,1653.0
calendar_038,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,15.830898699998215,2059.0,1595.0,467.0,998.0,1465.0
calendar_066,calendar,L3,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,12.163845800001582,2082.0,1802.0,470.0,822.0,1292.0
calendar_024,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,14.777541199997358,2007.0,1715.0,462.0,1014.0,1476.0
calendar_022,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,16.657129299994267,2021.0,1432.0,459.0,1068.0,1527.0
calendar_058,calendar,L3,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,11.467636000001221,2062.0,1162.0,469.0,693.0,1162.0
calendar_030,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,15.231787999997323,2028.0,1788.0,461.0,953.0,1414.0
calendar_040,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,17.608544300004723,2031.0,2110.0,468.0,1118.0,1586.0
calendar_059,calendar,L3,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,11.278035199997248,2045.0,1821.0,465.0,695.0,1160.0
calendar_028,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,18.805705799997668,2013.0,1566.0,464.0,1204.0,1668.0
calendar_075,calendar,L3,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,14.62810829999944,2043.0,1941.0,461.0,1008.0,1469.0
calendar_049,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,14.522087800003646,2039.0,1457.0,462.0,887.0,1349.0
calendar_054,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,13.026434399995196,2000.0,1884.0,457.0,823.0,1280.0
calendar_031,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,19.76821999999811,2002.0,2059.0,458.0,1275.0,1733.0
calendar_027,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,17.757517299993197,2006.0,1002.0,457.0,1126.0,1583.0
calendar_025,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,21.72696469999937,2008.0,1427.0,462.0,1355.0,1817.0
calendar_048,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,19.039040299998305,2025.0,1601.0,466.0,1193.0,1659.0
calendar_036,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,19.500040000006265,2011.0,1470.0,465.0,1231.0,1696.0
calendar_078,calendar,L3,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,14.548783799997182,2052.0,1676.0,463.0,978.0,1441.0
calendar_043,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,17.31148000000394,1996.0,1964.0,455.0,1089.0,1544.0
calendar_037,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,18.348890500004927,2045.0,1923.0,465.0,1254.0,1719.0
calendar_080,calendar,L3,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,12.226616399995692,2020.0,1855.0,463.0,821.0,1284.0
calendar_083,calendar,L3,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,18.65610729999753,2006.0,1416.0,454.0,1318.0,1772.0
calendar_046,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,18.618929399999615,2027.0,2444.0,462.0,1278.0,1740.0
calendar_039,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,21.21184070000163,2032.0,1436.0,460.0,1480.0,1940.0
calendar_032,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,22.091154800000368,2016.0,1356.0,466.0,1545.0,2011.0
calendar_077,calendar,L3,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,14.337999399998807,2050.0,1440.0,464.0,918.0,1382.0
calendar_034,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,22.14540699999634,2035.0,1574.0,464.0,1481.0,1945.0
calendar_070,calendar,L3,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,19.099682899999607,2086.0,1437.0,471.0,1327.0,1798.0
calendar_044,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,24.565771199995652,2007.0,1923.0,464.0,1595.0,2059.0
calendar_069,calendar,L3,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,20.763267900001665,2099.0,2321.0,472.0,1435.0,1907.0
calendar_033,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,31.059595500002615,2038.0,2067.0,464.0,2026.0,2490.0
calendar_063,calendar,L3,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,21.392160700001114,2030.0,1674.0,462.0,1378.0,1840.0
calendar_071,calendar,L3,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,20.81338289999985,2064.0,1913.0,468.0,1449.0,1917.0
calendar_073,calendar,L3,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,20.79216350000206,2071.0,1508.0,466.0,1489.0,1955.0
calendar_076,calendar,L3,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,20.068613400006143,2028.0,1881.0,464.0,1251.0,1715.0
calendar_035,calendar,L2,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,28.315261899995676,2022.0,2908.0,461.0,1780.0,2241.0
calendar_055,calendar,L3,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,24.964971300003526,2014.0,2225.0,456.0,1582.0,2038.0
calendar_068,calendar,L3,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,24.120939200001885,2068.0,1223.0,471.0,1565.0,2036.0
calendar_061,calendar,L3,deepseek_reasoner,plan_first,openai_compatible,deepseek-reasoner,parsed,raw,1,,True,False,1.0,29.15821689999575,2042.0,1498.0,468.0,2045.0,2513.0
